開催日,大会名,店名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,デッキ名,大会ID,詳細URL,元テキスト,取得日時
2024-10-08,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,5,25,0000000017,選手17,リザードンex,700049,,"5 位	25pt	選手17
プレイヤーID：0000000017",2026-07-29T00:00:00Z
2024-10-08,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,6,25,0000000021,選手21,サーナイトex,700049,,"6 位	25pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2024-10-08,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,7,25,0000000028,選手28,リザードンex,700049,,"7 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2024-10-08,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,8,25,0000000040,選手40,リザードンex,700049,,"8 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,1,100,0000000003,選手03,サーナイトex,700050,,"1 位	100pt	選手03
プレイヤーID：0000000003",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,2,75,0000000004,選手04,タケルライコex,700050,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,3,50,0000000009,選手09,リザードンex,700050,,"3 位	50pt	選手09
プレイヤーID：0000000009",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,4,50,0000000020,選手20,タケルライコex,700050,,"4 位	50pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,5,25,0000000028,選手28,リザードンex,700050,,"5 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,6,25,0000000032,選手32,リザードンex,700050,,"6 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,7,25,0000000034,選手34,リザードンex,700050,,"7 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2025-03-08,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,8,25,0000000040,選手40,リザードンex,700050,,"8 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,1,100,0000000001,Top-A,ドラパルトex,700051,,"1 位	100pt	Top-A
プレイヤーID：0000000001",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,2,75,0000000002,強豪B改,ドラパルトex,700051,,"2 位	75pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,3,50,0000000006,選手06,ドラパルトex,700051,,"3 位	50pt	選手06
プレイヤーID：0000000006",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,4,50,0000000013,選手13,サーナイトex,700051,,"4 位	50pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,5,25,0000000016,選手16,ドラパルトex,700051,,"5 位	25pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,6,25,0000000028,選手28,リザードンex,700051,,"6 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,7,25,0000000032,選手32,タケルライコex,700051,,"7 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,8,25,0000000033,選手33,サーナイトex,700051,,"8 位	25pt	選手33
プレイヤーID：0000000033",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,1,100,0000000003,選手03,リザードンex,700052,,"1 位	100pt	選手03
プレイヤーID：0000000003",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,2,75,0000000004,選手04,タケルライコex,700052,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,3,50,0000000009,選手09,タケルライコex,700052,,"3 位	50pt	選手09
プレイヤーID：0000000009",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,4,50,0000000013,選手13,タケルライコex,700052,,"4 位	50pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,5,25,0000000021,選手21,リザードンex,700052,,"5 位	25pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,6,25,0000000022,選手22,リザードンex,700052,,"6 位	25pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,7,25,0000000026,選手26,サーナイトex,700052,,"7 位	25pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,8,25,0000000040,選手40,ドラパルトex,700052,,"8 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,1,100,0000000011,選手11,ドラパルトex,700053,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,2,75,0000000015,選手15,リザードンex,700053,,"2 位	75pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,3,50,0000000023,選手23,ドラパルトex,700053,,"3 位	50pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,4,50,0000000025,選手25,ドラパルトex,700053,,"4 位	50pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,5,25,0000000033,選手33,リザードンex,700053,,"5 位	25pt	選手33
プレイヤーID：0000000033",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,6,25,0000000038,選手38,サーナイトex,700053,,"6 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,7,25,0000000042,選手42,タケルライコex,700053,,"7 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2024-10-09,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,8,25,0000000048,選手48,リザードンex,700053,,"8 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,1,100,0000000011,選手11,ドラパルトex,700054,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,2,75,0000000022,選手22,リザードンex,700054,,"2 位	75pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,3,50,0000000023,選手23,リザードンex,700054,,"3 位	50pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,4,50,0000000029,選手29,タケルライコex,700054,,"4 位	50pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,5,25,0000000034,選手34,サーナイトex,700054,,"5 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,6,25,0000000035,選手35,リザードンex,700054,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,7,25,0000000036,選手36,ドラパルトex,700054,,"7 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2025-03-09,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,8,25,0000000037,選手37,サーナイトex,700054,,"8 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,1,100,0000000012,選手12,タケルライコex,700055,,"1 位	100pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,2,75,0000000014,選手14,リザードンex,700055,,"2 位	75pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,3,50,0000000022,選手22,タケルライコex,700055,,"3 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,4,50,0000000027,選手27,リザードンex,700055,,"4 位	50pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,5,25,0000000028,選手28,サーナイトex,700055,,"5 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,6,25,0000000030,選手30,タケルライコex,700055,,"6 位	25pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,7,25,0000000041,選手41,ドラパルトex,700055,,"7 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,8,25,0000000042,選手42,タケルライコex,700055,,"8 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,1,100,0000000014,選手14,タケルライコex,700056,,"1 位	100pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,2,75,0000000019,選手19,サーナイトex,700056,,"2 位	75pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,3,50,0000000021,選手21,タケルライコex,700056,,"3 位	50pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,4,50,0000000022,選手22,ドラパルトex,700056,,"4 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,5,25,0000000034,選手34,ドラパルトex,700056,,"5 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,6,25,0000000036,選手36,リザードンex,700056,,"6 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,7,25,0000000040,選手40,リザードンex,700056,,"7 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,8,25,0000000046,選手46,ドラパルトex,700056,,"8 位	25pt	選手46
プレイヤーID：0000000046",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,1,100,0000000011,選手11,タケルライコex,700057,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,2,75,0000000013,選手13,リザードンex,700057,,"2 位	75pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,3,50,0000000016,選手16,リザードンex,700057,,"3 位	50pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,4,50,0000000017,選手17,リザードンex,700057,,"4 位	50pt	選手17
プレイヤーID：0000000017",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,5,25,0000000021,選手21,タケルライコex,700057,,"5 位	25pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,6,25,0000000032,選手32,リザードンex,700057,,"6 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,7,25,0000000039,選手39,ドラパルトex,700057,,"7 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2024-10-10,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,8,25,0000000044,選手44,リザードンex,700057,,"8 位	25pt	選手44
プレイヤーID：0000000044",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,1,100,0000000012,選手12,サーナイトex,700058,,"1 位	100pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,2,75,0000000014,選手14,リザードンex,700058,,"2 位	75pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,3,50,0000000015,選手15,リザードンex,700058,,"3 位	50pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,4,50,0000000020,選手20,ドラパルトex,700058,,"4 位	50pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,5,25,0000000024,選手24,ドラパルトex,700058,,"5 位	25pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,6,25,0000000028,選手28,リザードンex,700058,,"6 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,7,25,0000000032,選手32,サーナイトex,700058,,"7 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2025-03-10,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,8,25,0000000034,選手34,リザードンex,700058,,"8 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,1,100,0000000011,選手11,タケルライコex,700059,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,2,75,0000000018,選手18,サーナイトex,700059,,"2 位	75pt	選手18
プレイヤーID：0000000018",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,3,50,0000000026,選手26,サーナイトex,700059,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,4,50,0000000028,選手28,タケルライコex,700059,,"4 位	50pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,5,25,0000000029,選手29,ドラパルトex,700059,,"5 位	25pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,6,25,0000000042,選手42,ドラパルトex,700059,,"6 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,7,25,0000000045,選手45,タケルライコex,700059,,"7 位	25pt	選手45
プレイヤーID：0000000045",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,8,25,0000000049,選手49,リザードンex,700059,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,1,100,0000000022,選手22,タケルライコex,700060,,"1 位	100pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,2,75,0000000025,選手25,サーナイトex,700060,,"2 位	75pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,3,50,0000000028,選手28,ドラパルトex,700060,,"3 位	50pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,4,50,0000000035,選手35,リザードンex,700060,,"4 位	50pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,5,25,0000000038,選手38,リザードンex,700060,,"5 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,6,25,0000000044,選手44,リザードンex,700060,,"6 位	25pt	選手44
プレイヤーID：0000000044",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,7,25,0000000046,選手46,ドラパルトex,700060,,"7 位	25pt	選手46
プレイヤーID：0000000046",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,8,25,0000000051,選手51,ドラパルトex,700060,,"8 位	25pt	選手51
プレイヤーID：0000000051",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,1,100,0000000001,Top-A,リザードンex,700061,,"1 位	100pt	Top-A
プレイヤーID：0000000001",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,2,75,0000000011,選手11,リザードンex,700061,,"2 位	75pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,3,50,0000000015,選手15,ドラパルトex,700061,,"3 位	50pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,4,50,0000000017,選手17,リザードンex,700061,,"4 位	50pt	選手17
プレイヤーID：0000000017",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,5,25,0000000020,選手20,タケルライコex,700061,,"5 位	25pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,6,25,0000000023,選手23,サーナイトex,700061,,"6 位	25pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,7,25,0000000025,選手25,リザードンex,700061,,"7 位	25pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-10-11,シティリーグ2025 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,8,25,0000000037,選手37,リザードンex,700061,,"8 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,1,100,0000000003,選手03,ドラパルトex,700062,,"1 位	100pt	選手03
プレイヤーID：0000000003",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,2,75,0000000004,選手04,サーナイトex,700062,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,3,50,0000000011,選手11,サーナイトex,700062,,"3 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,4,50,0000000013,選手13,リザードンex,700062,,"4 位	50pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,5,25,0000000016,選手16,ドラパルトex,700062,,"5 位	25pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,6,25,0000000019,選手19,サーナイトex,700062,,"6 位	25pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,7,25,0000000027,選手27,リザードンex,700062,,"7 位	25pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2025-03-11,シティリーグ2025 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,8,25,0000000031,選手31,ドラパルトex,700062,,"8 位	25pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000010,Ten,タケルライコex,700063,,"1 位	100pt	Ten
プレイヤーID：0000000010",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000012,選手12,リザードンex,700063,,"2 位	75pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000016,選手16,タケルライコex,700063,,"3 位	50pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000025,選手25,リザードンex,700063,,"4 位	50pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,5,25,0000000030,選手30,タケルライコex,700063,,"5 位	25pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,6,25,0000000035,選手35,タケルライコex,700063,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,7,25,0000000038,選手38,リザードンex,700063,,"7 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2024-10-12,シティリーグ2025 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000041,選手41,ドラパルトex,700063,,"8 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2025-03-12,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000001,Top-A,タケルライコex,700064,,"1 位	100pt	Top-A
プレイヤーID：0000000001",2026-07-29T00:00:00Z
2025-03-12,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000003,選手03,ドラパルトex,700064,,"2 位	75pt	選手03
プレイヤーID：0000000003",2026-07-29T00:00:00Z
2025-03-12,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000011,選手11,ドラパルトex,700064,,"3 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2025-03-12,シティリーグ2025 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000013,選手13,ドラパルトex,700064,,"4 位	50pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
